title,company,location,salary,job_type,description,posted_date
Telcaller -DRA,Credresolution India Pvt Ltd,Mumbai - Borivali East,"10,000 - 20,000",Full Time Jobs,BPO/ Telecaller - Recovery-Collection,"18 Mar 2025, 08:01 PM"
urgent Hiring For BPO Tele caller,Not mentioned,"Navimumbai - CBD Belapur, Nerul, Vashi, New Panvel + 1 more","12,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Domestic, Voice","18 Mar 2025, 06:25 PM"
Telecaller Executives in Yamuna Nagar,Digital Thinker Help,"Yamunanagar - Kansapur, Jammu Colony, Farakpur, Vijay Colony + 1 more","5,000 - 7,000",Full Time Jobs,BPO/ Telecaller - Outgoing,"18 Mar 2025, 05:02 PM"
Telecalling executive,Not mentioned,"Karur - Gandhigramam, Pallapatti, Vengamedu, Thanthonimalai + 1 more","14,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"18 Mar 2025, 03:27 PM"
Urgent Hiring for Sales Executive,Not mentioned,"Mumbai - Ghatkopar West, Andheri East, Aarey Road, Aarey Milk Colony + 1 more","10,000 - 15,000",Full Time Jobs,BPO/ Telecaller - Sales,"18 Mar 2025, 10:27 AM"
Telecaller required urgent,Not mentioned,"Coimbatore - Avarampalayam, Ganapathy, Gandhipuram, New Siddhapudur + 1 more","8,500 - 12,000",Full Time Jobs,BPO/ Telecaller,"17 Mar 2025, 11:23 PM"
Sales Executive needed urgently for Furniture Showroom,Couch And Decor,"Chennai - Neelankarai, Thiruvanmiyur, Sholinganallur, Medavakkam + 1 more","14,000 - 18,000",Full Time Jobs,BPO/ Telecaller - Sales,"17 Mar 2025, 08:41 PM"
TELE CALLING,ARS SOLUSION,Chennai - Avadi,"10,000 - 12,000",Full Time Jobs,BPO/ Telecaller,"17 Mar 2025, 07:53 PM"
Tele caller,Front Line Solutions,Chennai - Kodambakkam,"12,000 - 18,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Voice, Sales","17 Mar 2025, 04:09 PM"
Tele callers need urgent requirement,Not mentioned,Chennai - Arumbakkam,"10,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"17 Mar 2025, 02:07 PM"
Tele callers & team leaders,Not mentioned,"Madurai - S S Colony, Bye Pass Road, Arapalayam, Ellis Nagar + 1 more","8,000 - 12,000",Full Time Jobs,BPO/ Telecaller,"17 Mar 2025, 10:36 AM"
Customer support executive,Not mentioned,"Bangalore - 100 Feet Road-Koramangala, 7th Block, 80 Ft. Road","15,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"17 Mar 2025, 10:17 AM"
Telecaller and calling,dolphin placements.com,Greaternoida - Full City,"13,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Voice, Sales, Support","16 Mar 2025, 09:33 PM"
Property telecallers executive needed urgent,Not mentioned,"Vrindavan - NH 19, NH2","10,000 - 14,000",Full Time Jobs,BPO/ Telecaller,"16 Mar 2025, 10:06 AM"
DISTRICT SALES MANAGER,Casey Retail India Private Limited,"Ganjam - Bhanjanagar, Balipada, Chamakhandi","32,000 - 42,000",Full Time Jobs,BPO/ Telecaller - Sales,"15 Mar 2025, 08:42 PM"
Business Development Manager,Merloam Estate,"Chennai - Vadapalani, Koyambedu, Ashok Nagar, Guindy + 1 more","15,000 - 30,000",Full Time Jobs,BPO/ Telecaller,"15 Mar 2025, 08:25 PM"
Vacancy for the post of Telecaller,we are looking for a female Telecaller.,"Chennai - Ashok Nagar, Ekkatuthangal, Guindy, Saidapet","15,000 - 16,000",Full Time Jobs,BPO/ Telecaller - Sales,"15 Mar 2025, 06:51 PM"
Customer Support Executive,Gujarat Travels,"Ahmedabad - Prahlad Nagar, Satellite Road, Satellite, Bopal + 1 more","10,000 - 13,000",Full Time Jobs,BPO/ Telecaller,"14 Mar 2025, 07:17 PM"
Call center BPO Tamil Process,Sun Business Solutions,Trichy - Pirattiyur,"9,000 - 10,000",Full Time Jobs,BPO/ Telecaller - Incoming,"14 Mar 2025, 09:22 AM"
Tele Caller,Vanavil Estate,"Chennai - Tambaram, Chromepet, Guduvancheri, Mudichur Road + 1 more","16,000 - 18,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing","13 Mar 2025, 09:30 PM"
TELECALLING EXECUTIVES,Not mentioned,"Chennai - Aminjikarai, Chennai G.p.o.","12,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"13 Mar 2025, 09:30 PM"
Excutive Telecalling,Not mentioned,Chennai - Anna Nagar East,"15,000 - 20,000",Full Time Jobs,BPO/ Telecaller,"13 Mar 2025, 01:28 PM"
Tamil Customer support,Not mentioned,"Chennai - Guindy, Porur, Nandambakkam, Vadapalani","10,000 - 13,000",Full Time Jobs,"BPO/ Telecaller - Voice, Support, AR-Telecaller/-Medical-Billing, Quality-Analyst","13 Mar 2025, 10:14 AM"
ADMISSION COUNSELLOR,SSL EDUCATION,"Sivakasi - Satchiyapuram, Thiruthangal, Kaliappa Nagar, PSR Road + 1 more","10,000 - 12,000",Full Time Jobs,BPO/ Telecaller - Sales,"13 Mar 2025, 07:41 AM"
"Urgent Vacancy for Tele Caller- Female, Salary + Incentives , Dombivili",Child Help Foundation,"Dombivli - Gograswadi, Kalyan Shilphata Road, MIDC, Lodha Heaven + 1 more","11,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Voice, Sales + 3 more","12 Mar 2025, 07:03 PM"
Job Opening for Internal Sales Coordinator,Lumirise Pvt Ltd,Eastgodavari - Ravulapalem,"12,000 - 20,000",Full Time Jobs,BPO/ Telecaller - Sales,"12 Mar 2025, 04:05 PM"
Telecaller BPO,arhan share pvt.ltd,"Hyderabad - Lakshmi Nagar-West Marredpally, West Marredpally","13,000 - 14,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Sales","12 Mar 2025, 02:30 PM"
customer support executive,vizhve8 HR Services,Navimumbai - Airoli,"15,000 - 22,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Domestic, International, Voice","12 Mar 2025, 02:21 PM"
Urgently hiring a Tele-caller Executive at a Chennai-based Company with good communication skills in Tamil.,Dialbig info services,"Chennai - Porur, Kovur, Poonamallee, Kundrathur","8,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing","11 Mar 2025, 01:53 PM"
Urgent requirement for female telecaller and relationship managers in MNC company,arhamshares pvt ltd,Hyderabad - Lakshmi Nagar-West Marredpally,"13,000 - 16,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Sales","10 Mar 2025, 06:43 PM"
Customer service female candidates urgent needed,Not mentioned,"Chennai - Avadi, Thiruvallur, Ambattur, Perambur + 1 more","12,000 - 14,000",Full Time Jobs,BPO/ Telecaller,"10 Mar 2025, 02:35 PM"
We are hiring candidates...,Not mentioned,"Chandigarh - 22B, Mani Majra, Manimajra, Panchkula + 1 more","15,000 - 20,000",Full Time Jobs,BPO/ Telecaller,"10 Mar 2025, 01:19 PM"
Sales & Service Executive,Larvasoft Tech LLP,"Mumbai - Goregaon East, Goregaon West, Powai, Sakinaka + 1 more","8,000 - 13,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Sales","09 Mar 2025, 09:03 AM"
Business Development Executive,THE EQUAL RESEARCH,"Indore - Scheme No 54, Vijay Nagar","5,000 - 6,000",Internships,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Sales","09 Mar 2025, 12:29 AM"
Presales executive,GOLD GYM,Mumbai - Breach Candy,"20,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, International + 6 more","08 Mar 2025, 05:04 PM"
Sales and Marketing Executive,Star Health Insurance Company,Chennai,"22,000 - 35,000",Full Time Jobs,BPO/ Telecaller - Sales,"08 Mar 2025, 02:59 PM"
ales and Marketing Executive Insurance,LITERACT FINTECT,Chennai,"22,000 - 35,000",Full Time Jobs,BPO/ Telecaller - Sales,"07 Mar 2025, 10:37 PM"
Telesales ...........,Not mentioned,Chennai,"5,000 - 20,000",Full Time Jobs,BPO/ Telecaller,"07 Mar 2025, 09:34 PM"
Channel Partner Sales,Full Basket Property Services Pvt Ltd,Chennai,"25,000 - 70,000",Full Time Jobs,BPO/ Telecaller - Sales,"07 Mar 2025, 08:12 PM"
Tele Sales Executive Credit card sales,Not mentioned,Delhi,"12,000 - 18,000",Full Time Jobs,BPO/ Telecaller,"07 Mar 2025, 04:30 PM"
Tele caller,NetTech India,Mumbai,"13,000 - 16,000",Full Time Jobs,BPO/ Telecaller - AR-Telecaller/-Medical-Billing,"07 Mar 2025, 07:34 AM"
Sales cum helper for branded coffee shop,Not mentioned,Tirupati,"9,000 - 10,000",Full Time Jobs,BPO/ Telecaller - Sales,"06 Mar 2025, 03:56 PM"
Tele sales executive,Club Value Holidays and Resort India pvt ltd,Bangalore,"20,000 - 30,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Voice, Sales","06 Mar 2025, 03:17 PM"
Non Voice Process,Thaagam foundation,Rajapalayam,"6,000 - 10,000",Full Time Jobs,"BPO/ Telecaller - Non-Voice, Support","05 Mar 2025, 11:12 PM"
Wanted Female Tele Callers For Banking Process Good Slaary And Attractive Incentives,Not mentioned,Hyderabad,"9,000 - 12,000",Full Time Jobs,BPO/ Telecaller,"05 Mar 2025, 09:27 PM"
Field sales executive,Vengatajalapathi E,Chennai,"18,000 - 19,000",Full Time Jobs,BPO/ Telecaller - Sales,"05 Mar 2025, 07:14 PM"
Customer Service Representative,PD Technology Service,Chennai,"12,000 - 13,000",Full Time Jobs,BPO/ Telecaller - Support,"05 Mar 2025, 04:17 PM"
Urrrgently hiring sales executive Salary 15k to 20k in and around Ankleshwar,Ecom Delivery,Ankleshwar,"15,000 - 20,000",Full Time Jobs,BPO/ Telecaller - Sales,"05 Mar 2025, 01:59 PM"
Online one,Not mentioned,Chittoor,"10,000 - 11,000",Full Time Jobs,BPO/ Telecaller,"05 Mar 2025, 12:53 PM"
Telecalling Executive,Old age home,Coimbatore,"12,000 - 13,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, International","04 Mar 2025, 11:01 PM"
Sales Telecalling position in Haridwar,Global Trading Company,Hardwar,"8,000 - 15,000",Full Time Jobs,BPO/ Telecaller - Sales,"04 Mar 2025, 12:13 PM"
Admin cum counselor,YES CLASSES,Navimumbai,"10,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Others, AR-Telecaller/-Medical-Billing","03 Mar 2025, 07:39 PM"
Female Telecaller - Poondamalle Location,Jose (Fomra Housing Infrastrucutre Pvt ltd),Chennai,"15,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - Domestic, Voice, Sales, AR-Telecaller/-Medical-Billing","03 Mar 2025, 06:01 PM"
Telecallers for Banking domain,Not mentioned,Chennai,"12,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"03 Mar 2025, 01:03 PM"
"Fresh Start, Bright Future Were Hiring",1Point Solutions,Navimumbai,"15,000 - 16,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic","03 Mar 2025, 12:41 PM"
Telecaller wanted for Ranipet Location urgent requirement,SWAP,Vellore,"8,000 - 12,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing","03 Mar 2025, 12:11 PM"
Urgent requayerment,Not mentioned,Nimbahera,"15,000 - 16,000",Full Time Jobs,BPO/ Telecaller,"03 Mar 2025, 10:13 AM"
Tele Sales - Telecaller FEMALE ONLY,Amaz,Chennai,"18,000 - 22,000",Full Time Jobs,BPO/ Telecaller - Sales,"03 Mar 2025, 10:04 AM"
VoiceCustomer support Inbound Outbound Voice Customer Care,Quick tech sources,Delhi,"14,000 - 18,000",Full Time Jobs,BPO/ Telecaller,"03 Mar 2025, 09:59 AM"
Urgent Hiring For Inbound Voice Process,Quick tech sources,"Delhi - Bapa Nagar, Bahadurgarh, Delhi University, Geeta Colony + 1 more","14,000 - 22,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, International + 6 more","03 Mar 2025, 09:58 AM"
Bpo Process Associate Travel process Voice & Non-voice,Quick tech sources,"Delhi - Mukherjee Nagar, Karol Bagh, Vaishali","14,000 - 18,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, International + 6 more","03 Mar 2025, 09:58 AM"
call center operator,Not mentioned,Namsai,"1,000 - 5,000",Full Time Jobs,BPO/ Telecaller,"03 Mar 2025, 09:54 AM"
call centre staff,Not mentioned,Coorg - Bhagamandala,"1,000 - 5,000",Full Time Jobs,BPO/ Telecaller,"03 Mar 2025, 09:53 AM"
Tele caller,Not mentioned,Madurai - Madurai Main,"8,000 - 8,500",Full Time Jobs,BPO/ Telecaller,"03 Mar 2025, 02:32 AM"
tele caller for marketting & sales,US agro food and waste management system pvt ltd,Chennai - Avadi,"8,000 - 12,000",Full Time Jobs,"BPO/ Telecaller - Domestic, Voice, Support, Others","01 Mar 2025, 08:46 PM"
Telecaller role,Not mentioned,"Karur - Jawahar Bazaar, Krishnarayapuram, Puliyur, Sengunthapuram + 1 more","15,000 - 16,000",Full Time Jobs,BPO/ Telecaller,"01 Mar 2025, 04:32 PM"
Wanted Telecaller 16k + incentive,Not mentioned,"Chennai - T.Nagar, Nandanam","13,000 - 16,000",Full Time Jobs,BPO/ Telecaller,"28 Feb 2025, 01:13 PM"
Academic Counselor,Elysium groups,Madurai - Anna Nagar,"12,000 - 15,000",Full Time Jobs,BPO/ Telecaller - Sales,"28 Feb 2025, 10:32 AM"
Telugu Telecalling Executive,Sri Dhanalakshmi Enterprises,Chennai - Kilpauk,"14,000 - 18,500",Full Time Jobs,"BPO/ Telecaller - Outgoing, Voice, Support","27 Feb 2025, 11:57 PM"
Housing Loan Sales Executive,Finirio Technologies Private Limited,Thane - Gokul Nagar,"16,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Sales","27 Feb 2025, 08:34 PM"
Telecaller staff,Not mentioned,"Thane - Balkum, Dhokali Naka, Ghodbandar, Anand Nagar","15,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"27 Feb 2025, 08:34 PM"
WANTED TELE CALLER AND FIELD EXECUTIVES FOR BANKING SECTOR,TECHNLOGIES,"Chennai - Villivakkam, Ambattur, Mogappair, Korattur + 1 more","12,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Voice, Recovery-Collection","27 Feb 2025, 01:22 PM"
URGENT OPENING Job Title Tele caller Executive Job,Apollo Computer Education Ltd,"Chennai - Thiruvanmiyur, Velachery, Taramani, Palavakkam","8,000 - 25,000",Full Time Jobs,"BPO/ Telecaller - Voice, Non-Technical","27 Feb 2025, 11:39 AM"
"sales executive job at Rdhills,kavangarai,puzhal",empire groups india,"Chennai - Red Hills, Kavankarai, Puzhal","13,000 - 18,000",Full Time Jobs,BPO/ Telecaller - Sales,"26 Feb 2025, 05:37 PM"
CUSTOMER CARE EXECUTIVE,C Fiber Communications Pvt Ltd,"Pondicherry - White Town, MG Road","10,000 - 11,000",Full Time Jobs,BPO/ Telecaller - AR-Telecaller/-Medical-Billing,"26 Feb 2025, 02:47 PM"
inside Sales,Prasad corp pvt ltd,Chennai - Vadapalani,"20,000 - 40,000",Full Time Jobs,BPO/ Telecaller,"26 Feb 2025, 12:52 PM"
Immediate Job Openings for Telesales,Ampera Technologies Pvt Ltd,"Chennai - Chromepet, Guindy, Nandanam, Perungudi + 1 more","15,000 - 18,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Domestic, Voice, Sales","26 Feb 2025, 11:51 AM"
Tele caller,Visa State,Mohali - Phase 5,"14,000 - 24,000",Full Time Jobs,"BPO/ Telecaller - Voice, AR-Telecaller/-Medical-Billing","25 Feb 2025, 11:01 PM"
Available Part time full time work at Top fastest growing company,Visinory Vista venture pvt ltd,Delhi - Laxmi Vihar,"10,000 - 15,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Voice","25 Feb 2025, 11:00 PM"
Tele- Sales,Alps Insurance Brokers Pvt Ltd,Delhi - Jhandewalan Extension,"14,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"25 Feb 2025, 11:00 PM"
Teli Caller,Pratush web infotech pvt ltd,Bidhannagar,"12,000 - 18,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Voice + 1 more","25 Feb 2025, 10:26 AM"
Sales Coordinator,Banyan Hydraulics & Projects Pvt Ltd,"Chennai - Kelambakkam Vandalur Road, Vandalur, New Perungalathur, Perungalathur","12,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Sales","24 Feb 2025, 11:59 PM"
customer support exceutivee,ProTalk solutions Pvt Ltd,Mohali - Phase 8,"11,000 - 14,000",Full Time Jobs,"BPO/ Telecaller - Domestic, Voice, Support","24 Feb 2025, 08:11 PM"
Telecallar Executives,4 Phase Media,Mumbai - Andheri West,"12,000 - 16,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Support","22 Feb 2025, 11:53 AM"
English Hindi Telugu or Malayalam or Tamil inbound bpo,Not mentioned,Bangalore - Jayanagar 3rd Block East,"12,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"22 Feb 2025, 07:53 AM"
TELE CALLER,CINCO DEBT MANAGEMENT,Chennai - Arumbakkam,"13,000 - 15,000",Full Time Jobs,BPO/ Telecaller - Outgoing,"21 Feb 2025, 03:40 PM"
Telecaller Real Estate,Not mentioned,"Chennai - Kolathur, Vinayakapuram-Kolathur, 200 Feet Radial Road, GKM Colony-Kolathur + 1 more","8,000 - 10,000",Full Time Jobs,BPO/ Telecaller,"21 Feb 2025, 03:06 PM"
FIELD SALE EXECUTIVE,SOFTHUB SOLUTIONS,Coimbatore - Gandhipuram,"10,000 - 12,000",Full Time Jobs,BPO/ Telecaller - Sales,"20 Feb 2025, 11:03 PM"
Busniess Development,Fincare Services,Mumbai - Ghatkopar East,"10,000 - 50,000",Full Time Jobs,BPO/ Telecaller - Sales,"20 Feb 2025, 10:46 PM"
Operations Executive,Connect and Heal Primary Care Pvt Ltd,"Bangalore - HSR Layout Sector 1, HSR Layout","15,000 - 20,000",Full Time Jobs,BPO/ Telecaller - Support,"20 Feb 2025, 08:35 PM"
Tele callers wanted for Real Estate,Not mentioned,"Coimbatore - Gandhipuram, Kinathukadavu, Kovilpalayam, Sulur + 1 more","10,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"20 Feb 2025, 08:09 PM"
Travel job,Not mentioned,Namakkal - Senthamangalam,"1,000 - 1,500",Full Time Jobs,BPO/ Telecaller,"20 Feb 2025, 01:13 PM"
Salex executive or telecaller,Not mentioned,Chennai - Nungambakkam,"15,000 - 18,000",Full Time Jobs,BPO/ Telecaller,"20 Feb 2025, 01:11 PM"
Telecaller executive,Not mentioned,"Mumbai - Abhinav Nagar, Abhyudaya Nagar, Adarsh Nagar","10,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"20 Feb 2025, 12:18 PM"
Voice Process Executive,Vanshika Financial Solutions,"Chennai - Perungudi, Nehru Nagar-Perungudi, Guindy, Guindy Industrial Estate + 1 more","13,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"19 Feb 2025, 07:08 PM"
goal-driven Tele callers,Not mentioned,Ahmedabad - Vaishnodevi Circle,"15,000 - 20,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Domestic, Sales, Non-Technical","19 Feb 2025, 01:02 PM"
We are seeking freshers and experienced Telecallers For a Real Estate Company,Not mentioned,"Chennai - T Nagar, Nungambakkam, Kodambakkam, Teynampet + 1 more","10,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"19 Feb 2025, 12:39 PM"
Junior Sales Execuitve,Govche India Private Limited,Chennai - Adambakkam,"18,000 - 19,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Outgoing, Domestic, Voice + 1 more","18 Feb 2025, 11:44 PM"
BPO -Customer support executive,NYRAA TECH SOLUTIONS,"Chennai - Arumbakkam, Vadapalani","13,000 - 20,000",Full Time Jobs,BPO/ Telecaller - Recovery-Collection,"18 Feb 2025, 03:20 PM"
Digital marketing company,Not mentioned,"Kalyan - Chakki Naka, Chinchpada Road, 100 Feet Road, Bhanu Nagar + 1 more","10,000 - 15,000",Full Time Jobs,BPO/ Telecaller,"18 Feb 2025, 10:54 AM"
TELECALLER EXECUTIVE FOR TRAVEL COMPANY,YOLO BOOKINGS,Tripunithura - Chottanikkara,"16,000 - 24,000",Full Time Jobs,BPO/ Telecaller,"17 Feb 2025, 10:24 AM"
Tele caller,Not mentioned,"Bangalore - Devarabisanahalli, Marathahalli, Bellandur Outer Ring Road, Mahadevapura + 1 more","15,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"16 Feb 2025, 06:38 PM"
sales girl,Trinite digital,Pondicherry - Heritage Town,"8,500 - 9,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Sales","16 Feb 2025, 04:35 AM"
Credit card sales executive,Samarth Enterprises,Vasaivirar - Chandansar,"5,000 - 8,000",Part Time Jobs,BPO/ Telecaller - Sales,"15 Feb 2025, 01:26 PM"
Career Counsellor,WHY Tap,"Egmore, Chennai","25,000 - 30,000 per month",Full-Time,Career Counsellor with 2-3 years of experience.,"15 Feb 2025, 11:53 AM"
Sales Coordinator,Electrific Consulting and Trading Pvt Ltd,Madurai,"10,000 - 12,000",Full Time Jobs,Sales Coordinator with 0-1 years of experience.,"15 Feb 2025, 04:11 AM"
Tele Sales Executive,SPNG India,Delhi,"10,000 - 15,000",Full Time Jobs,Tele Sales Executive with 1-5 years of experience.,"13 Feb 2025, 11:24 PM"
Tele Executive,Five Face Career Development Centre,Chennai,"7,500 - 10,000",Full Time Jobs,Tele Executive with 0-3 years of experience.,"13 Feb 2025, 08:22 PM"
Telecaller Role,Neuicon Solutions,Chennai,"10,000 - 25,000",Full Time Jobs,Telecaller Role with 0-10 years of experience.,"13 Feb 2025, 06:45 PM"
BPO TELECALLER,JP LAW FIRM,Chennai,"10,000 - 11,000",Full Time Jobs,BPO Telecaller with 1-1 years of experience.,"12 Feb 2025, 04:12 PM"
Tele Caller,The Campus Quest,Bangalore,"15,000 - 16,000",Full Time Jobs,Tele Caller with 0 years of experience.,"12 Feb 2025, 11:46 AM"
Telemarketing Caller Needed,United Plastics,Chennai,"10,000 - 20,000",Full Time Jobs,Telemarketing Caller Needed with not mentioned experience.,"12 Feb 2025, 11:39 AM"
"BPO, Customer Support",New Growth,Chennai,"12,000 - 20,000",Full Time Jobs,"BPO, Customer Support with 0-3 years of experience.","12 Feb 2025, 11:39 AM"
Tele Calling,Sigma Aquaguard,Chennai,"10,000 - 15,000",Full Time Jobs,Tele Calling with 2-5 years of experience.,"11 Feb 2025, 03:34 PM"
Sales and Marketing Executive,Kokakoshi Life Essential Private Limited,Guna,"6,000 - 18,000",Full Time Jobs,Sales and Marketing Executive with 5-12 years of experience.,"11 Feb 2025, 02:49 PM"
Telemarketing Telecallers,Not mentioned,Trichy,"12,000 - 13,000",Full Time Jobs,Telemarketing Telecallers with not mentioned experience.,"11 Feb 2025, 09:57 AM"
Nyraa Tech Solutions,NYRAA TECH SOLUTIONS,Chennai,"15,000 - 20,000",Full Time Jobs,Nyraa Tech Solutions with 0-3 years of experience.,"10 Feb 2025, 10:09 PM"
Tele Sales Experience,Not mentioned,Bangalore,"13,000 - 18,000",Full Time Jobs,Tele Sales Experience with not mentioned experience.,"10 Feb 2025, 04:13 PM"
"Looking for Tele Callers, Career Counselors, No Sales Pressure",Not mentioned,Chennai,"10,000 - 20,000",Full Time Jobs,"Looking for Tele Callers, Career Counselors, No Sales Pressure with not mentioned experience.","10 Feb 2025, 10:15 AM"
Telesales Executive,BINATA RECRUITERS,Mumbai,"15,000 - 25,000",Full Time Jobs,Telesales Executive with 0-1 years of experience.,"09 Feb 2025, 01:21 AM"
Urgent Requirement in Malumichampatti,Happy Homes,Coimbatore,"10,000 - 20,000",Full Time Jobs,Urgent Requirement in Malumichampatti with 1-2 years of experience.,"08 Feb 2025, 08:44 PM"
Tele Sales,Queen Bee Groups,Chennai,"15,000 - 25,000",Full Time Jobs,Tele Sales with 0-2 years of experience.,"07 Feb 2025, 06:25 PM"
BPO Executive,PREMIER HOUSING AND PROPERTIES,Chennai,"14,000 - 25,000",Full Time Jobs,BPO Executive with 0-5 years of experience.,"07 Feb 2025, 03:09 PM"
"Sales Executive, Tele Caller",Not mentioned,Delhi,"12,000 - 18,000",Full Time Jobs,"Sales Executive, Tele Caller with not mentioned experience.","06 Feb 2025, 10:47 PM"
Job Opening in Ashoknagar for BPO Company MP,Job Opening in Ashoknagar for BPO Company MP,Ashoknagar,"10,000 - 12,000",Full Time Jobs,Job Opening in Ashoknagar for BPO Company MP with 0-1 years of experience.,"06 Feb 2025, 02:38 PM"
Telesales - Selling the Product by Telling Features and Benefits of the Financial Products,Not mentioned,Coimbatore,"10,000 - 25,000",Full Time Jobs,Telesales - Selling the product by telling features and benefits of the financial products with not mentioned experience.,"06 Feb 2025, 08:55 AM"
TELECALLING TELEMARKETING,Not mentioned,"Chennai - Guindy Industrial Estate, Ambattur Industrial Estate, Egmore, Porur","15,000 - 25,000",Full Time Jobs,BPO/ Telecaller,"05 Feb 2025, 07:13 PM"
Branch Executive,Ganesh Food Products Pvt Ltd,Bangalore - Padmanabha Nagar,"15,000 - 17,000",Full Time Jobs,BPO/ Telecaller - Sales,"05 Feb 2025, 06:47 PM"
Tele caller wanted for career guidance.,Not mentioned,"Dindigul - Spencer Compound, Ashok Nagar, Nagal Nagar, Dindigul Palani Rd + 1 more","6,000 - 8,000",Full Time Jobs,BPO/ Telecaller,"05 Feb 2025, 09:37 AM"
CUSTOMER SALES EXECUTIVE,VISIONARY VISTA VENTURE PVT LTD.,"Delhi - Laxmi Nagar, Nirman Vihar, Preet Vihar","10,000 - 15,000",Full Time Jobs,BPO/ Telecaller - Sales,"05 Feb 2025, 12:02 AM"
Female Telecaller Executive,VISIONARY VISTA VENTURE PVT LTD.,"Delhi - Nirman Vihar, Adarsh Nagar","15,000 - 16,000",Full Time Jobs,BPO/ Telecaller,"04 Feb 2025, 11:33 PM"
WANTED BPO TELLECALLERS,SKS ASSOCIATES,"Chennai - 200 Feet Radial Road, Anna Nagar, Cholambedu, Indira Nagar + 1 more","22,000 - 45,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Domestic, Voice, Non-Voice","04 Feb 2025, 10:24 PM"
Client Relationship Executive,archstore,Mumbai - Matunga,"8,000 - 10,000",Full Time Jobs,"BPO/ Telecaller - Voice, Support","04 Feb 2025, 10:06 PM"
tele sales,URVIPRO,Hyderabad - Madhapur,"10,000 - 12,000",Full Time Jobs,"BPO/ Telecaller - Domestic, Sales","04 Feb 2025, 03:54 PM"
Trainee Relationship Executive,Edufin,"Chennai - Nungambakkam, Adyar, Tambaram, Anna Nagar + 1 more","10,000 - 12,000",Internships,BPO/ Telecaller - Support,"04 Feb 2025, 12:43 PM"
Urgently Hiring Non Voice BPO Agent,Open247,Erode - Brough Road,"12,000 - 14,000",Full Time Jobs,"BPO/ Telecaller - Incoming, Non-Voice, Support","03 Feb 2025, 03:47 PM"
Work form home,Not mentioned,"Channapatna - Vivekananda Nagar, Jeevanpur Mohalla, Kuvempu Nagar","15,000 - 16,000",Full Time Jobs,BPO/ Telecaller,"03 Feb 2025, 12:59 PM"
Customer Relationship Executive,ICICI Lombard,"Mumbai - Vashi, Belapur","12,000 - 18,000",Full Time Jobs,"BPO/ Telecaller - Domestic, Voice","01 Feb 2025, 09:08 PM"
Tele Caller,ICA EDUSKILL,Mumbai - Dombivli East,"8,000 - 18,000",Full Time Jobs,"BPO/ Telecaller - Outgoing, Sales","01 Feb 2025, 02:56 PM"
