title,company,location,salary,job_type,description,posted_date
Back Office Sales Executive-Pharma MBA Fresher,ShubhchintaQ HR ServiceS,Lucknow - Alambagh,"15,000 - 25,000",Full Time Jobs,Sales - Pharma,"03 May 2025, 10:38 AM"
Salesman for Plywood and Hardware shop,Not mentioned,"Varanasi - Samne Ghat, Nagwa, Lanka, Ramnagar + 1 more","7,000 - 8,000",Full Time Jobs,Sales,"03 May 2025, 09:51 AM"
Sales Executive for Leading Fitness Center,Dopamine feel good gym,Faridabad - Sector 87,"18,000 - 22,000",Full Time Jobs,Sales - Health,"03 May 2025, 09:24 AM"
Sales Executive for Leading Fitness Center,Dopamine Feel Good Gym,Faridabad - Sector 87,"18,000 - 22,000",Full Time Jobs,"Sales - Health, B2B-sales","03 May 2025, 09:24 AM"
Customer Sales Associate,INDIAN TERRAIN FASHION LIMITED,"Chennai - OMR, Thoraipakkam","16,000 - 17,000",Full Time Jobs,"Sales - Others, Industrial-Sales","03 May 2025, 09:04 AM"
FIELD SALES EXECUTIVE,AVL Projects,Vijayawada - Auto Nagar,"18,500 - 21,000",Full Time Jobs,Sales - B2B-sales,"03 May 2025, 08:10 AM"
Jobs For Insurance Agent for commission based,Sankar,Vijayawada - 1 Town,"1,000 - 10,000",Work From Home,"Sales - Health, Real-estate, IT, Banking-&-Financial-Services + 28 more","03 May 2025, 08:10 AM"
Sales Agents Needed,Q7 Corp,"Delhi - South Delhi, West Delhi, Delhi University","10,000 - 30,000",Work From Home,Sales - B2B-sales,"03 May 2025, 03:02 AM"
NEED Sales Associate,Futurecaps,"Kochi - Ernakulam, Kadavanthara","20,000 - 30,000",Work From Home,Sales - Mutual-Funds-Sales,"03 May 2025, 01:13 AM"
Real estate sales - Work from Home,Not mentioned,"Hyderabad - A.N Colony, AG Colony, ALEAP Industrial Area, ALIND Employees Colony + 1 more","18,000 - 40,000",Full Time Jobs,Sales,"02 May 2025, 11:03 PM"
Area Sales Manager,Not mentioned,"Chennai - T Nagar, Kodambakkam, Adyar, Anna Nagar + 1 more","30,000 - 60,000",Full Time Jobs,Sales,"02 May 2025, 06:16 PM"
Tele caller,Aashirwad industries,Nagpur - Hingna Road,"8,000 - 15,000",Full Time Jobs,"Sales - Manufacturing, Telecom","02 May 2025, 05:42 PM"
We are hiring sales executive.,Not mentioned,Bijapur - APMC,"50,000 - 70,000",Full Time Jobs,Sales,"02 May 2025, 04:58 PM"
Senior Sales Manager,Havendaxa Pvt Ltd,Chandigarh - Zirakpur,"50,000 - 80,000",Full Time Jobs,Sales,"02 May 2025, 04:38 PM"
Sales executive manager,Not mentioned,"Lucknow - Lucknow City, Lucknow Airport, Gomti Nagar, Indira Nagar + 1 more","25,000 - 30,000",Full Time Jobs,Sales,"02 May 2025, 03:45 PM"
Relationship Manager,Not mentioned,Hosur - Bagalur-Hosur,"25,000 - 26,000",Full Time Jobs,Sales,"02 May 2025, 03:05 PM"
Sales girl cum acc,Not mentioned,Tirupur - Sirupooluvapatti,"10,000 - 11,000",Full Time Jobs,Sales,"02 May 2025, 03:00 PM"
HDB Financial Services are looking for Sales loan officers,HDB FINANCIAL SERVICES,"Jodhpur - Chandana Bhakar, Gujarawas, K K Colony, Lal Singh Colony + 1 more","15,000 - 17,000",Full Time Jobs,Sales,"02 May 2025, 02:57 PM"
